param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt
h00_r30_t1,1704067200000000000,1,1704069060000000000,1704078380000000000,1859,2065.8115,2062.8275000000003,2062.8275000000003,2068.7954999999993,2.983999999999469,0.14451311454090424,sl,-2.983999999999469,2.983999999999469,-6.107999999998937,Monday,2024-01-01,0,30,1.0
h01_r60_t3,1704067200000000000,-1,1704075640000000000,1704101600000000000,5182,2064.4134999999997,2067.4775,2067.4775,2055.2214999999987,3.0640000000003056,0.148311827553632,sl,-3.0640000000003056,3.0640000000003056,-6.268000000000611,Monday,2024-01-01,1,60,3.0
h02_r15_t3,1704067200000000000,-1,1704075580000000000,1704100910000000000,5056,2064.655,2066.7394999999997,2066.7394999999997,2058.418000000001,2.0789999999997235,0.10066438981472586,sl,-2.0844999999994798,2.0844999999994798,-4.308999999998959,Monday,2024-01-01,2,15,3.0
h04_r30_t3,1704067200000000000,-1,1704083400000000000,1704090145000000000,1347,2060.9044999999996,2063.8865,2063.8865,2051.9584999999984,2.9820000000004256,0.14466932120157164,sl,-2.9820000000004256,2.9820000000004256,-6.104000000000851,Monday,2024-01-01,4,30,3.0
h05_r60_t2,1704067200000000000,1,1704088800000000000,1704101865000000000,2610,2062.6755000000003,2068.1755000000003,2059.9255000000003,2068.1755000000003,2.75,0.13332703060097767,tp,5.5,2.75,10.86,Monday,2024-01-01,5,60,2.0
h06_r60_t3,1704067200000000000,-1,1704095165000000000,1704100320000000000,1031,2062.1465,2065.8554999999997,2065.8554999999997,2051.0195000000003,3.7089999999998327,0.17959245731046777,sl,-3.7089999999998327,3.7089999999998327,-7.557999999999665,Monday,2024-01-01,6,60,3.0
h13_r30_t3,1704067200000000000,1,1704115920000000000,1704153595000000000,6635,2065.8205,2072.113,2062.5515,2075.627499999999,3.268999999999778,0.15841781839424124,session_end,6.292500000000018,3.268999999999778,12.445000000000036,Monday,2024-01-01,13,30,3.0
h14_r15_t2,1704067200000000000,1,1704118520000000000,1704153595000000000,6115,2067.7365,2072.113,2063.3505,2076.5085,4.385999999999967,0.21214011211116252,session_end,4.376499999999851,4.385999999999967,8.612999999999701,Monday,2024-01-01,14,15,2.0
h00_r30_t1,1704153600000000000,1,1704158100000000000,1704162725000000000,925,2072.6795,2086.7225000000003,2058.6365,2086.7225000000003,14.04300000000012,0.6790459701501256,tp,14.04300000000012,14.04300000000012,27.94600000000024,Tuesday,2024-01-02,0,30,1.0
h01_r60_t3,1704153600000000000,1,1704162070000000000,1704200710000000000,7728,2084.5085,2064.2905,2064.2905,2145.1624999999995,20.217999999999847,0.9705146996879043,sl,-20.217999999999847,20.217999999999847,-40.575999999999695,Tuesday,2024-01-02,1,60,3.0
h02_r15_t3,1704153600000000000,1,1704162025000000000,1704166065000000000,808,2083.6165,2103.7974999999997,2076.8895,2103.7974999999997,6.726999999999862,0.3232213157899096,tp,20.180999999999585,6.726999999999862,40.22199999999917,Tuesday,2024-01-02,2,15,3.0
h04_r30_t3,1704153600000000000,-1,1704172265000000000,1704174300000000000,407,2099.2615,2104.7125,2104.7125,2082.9085,5.451000000000022,0.2593870784692318,sl,-5.451000000000022,5.451000000000022,-11.042000000000044,Tuesday,2024-01-02,4,30,3.0
h05_r60_t2,1704153600000000000,1,1704176000000000000,1704179130000000000,626,2108.9665,2095.6125,2095.6125,2135.6744999999996,13.353999999999814,0.6334209975218513,sl,-13.353999999999814,13.353999999999814,-26.84799999999963,Tuesday,2024-01-02,5,60,2.0
h06_r60_t3,1704153600000000000,-1,1704179110000000000,1704212380000000000,6654,2096.6435,2051.5474999999997,2111.6755000000003,2051.5474999999997,15.032000000000153,0.7160036971931271,tp,45.09600000000046,15.032000000000153,90.05200000000092,Tuesday,2024-01-02,6,60,3.0
h13_r30_t3,1704153600000000000,-1,1704202845000000000,1704233050000000000,5254,2063.6955,2010.9524999999994,2081.2765,2010.9524999999994,17.58100000000013,0.8461994784954645,tp,52.74300000000039,17.58100000000013,105.34600000000079,Tuesday,2024-01-02,13,30,3.0
h14_r15_t2,1704153600000000000,1,1704205830000000000,1704209230000000000,680,2072.4995,2062.1675,2062.1675,2093.1634999999997,10.33199999999988,0.4991691384766732,sl,-10.33199999999988,10.33199999999988,-20.80399999999976,Tuesday,2024-01-02,14,15,2.0
h00_r30_t1,1704240000000000000,-1,1704242405000000000,1704244090000000000,337,2011.2095,2013.8905,2013.8905,2008.5285,2.68100000000004,0.13323847774169675,sl,-2.68100000000004,2.68100000000004,-5.50200000000008,Wednesday,2024-01-03,0,30,1.0
h01_r60_t3,1704240000000000000,1,1704249815000000000,1704253240000000000,685,2016.5285,2011.1325000000002,2011.1325000000002,2032.716499999999,5.395999999999731,0.26786833447301794,sl,-5.395999999999731,5.395999999999731,-10.931999999999462,Wednesday,2024-01-03,1,60,3.0
h02_r15_t3,1704240000000000000,-1,1704248375000000000,1704249815000000000,288,2014.0225,2016.2595000000001,2016.2595000000001,2007.3114999999998,2.23700000000008,0.11101624028143038,sl,-2.23700000000008,2.23700000000008,-4.61400000000016,Wednesday,2024-01-03,2,15,3.0
h04_r30_t3,1704240000000000000,-1,1704256255000000000,1704256945000000000,138,2010.473,2012.1685,2012.1685,2005.4059999999997,1.6890000000000782,0.08398453670147019,sl,-1.6955000000000382,1.6955000000000382,-3.5310000000000765,Wednesday,2024-01-03,4,30,3.0
h05_r60_t2,1704240000000000000,-1,1704269405000000000,1704308920000000000,7903,2008.6644999999999,2014.7055,2014.7055,1996.5824999999995,6.041000000000167,0.3000572448228288,sl,-6.041000000000167,6.041000000000167,-12.222000000000335,Wednesday,2024-01-03,5,60,2.0
h06_r60_t3,1704240000000000000,-1,1704268800000000000,1704308455000000000,7931,2009.3015,2013.4065,2013.4065,1996.9865,4.105000000000018,0.2040923372400908,sl,-4.105000000000018,4.105000000000018,-8.350000000000037,Wednesday,2024-01-03,6,60,3.0
h13_r30_t3,1704240000000000000,1,1704289440000000000,1704292440000000000,600,2007.9595,2004.4355,2004.4355,2018.5314999999996,3.5239999999998872,0.1755950312186882,sl,-3.5239999999998872,3.5239999999998872,-7.187999999999774,Wednesday,2024-01-03,13,30,3.0
h14_r15_t2,1704240000000000000,-1,1704292005000000000,1704308410000000000,3281,2007.3625000000002,2011.2185,2011.2185,1999.6505000000006,3.855999999999767,0.19181908515328575,sl,-3.855999999999767,3.855999999999767,-7.851999999999534,Wednesday,2024-01-03,14,15,2.0
h00_r30_t1,1704326400000000000,1,1704328220000000000,1704330220000000000,400,2034.406,2046.2269999999999,2022.585,2046.2269999999999,11.820999999999913,0.5811749655724711,tp,11.820999999999913,11.820999999999913,23.501999999999825,Thursday,2024-01-04,0,30,1.0
h01_r60_t3,1704326400000000000,1,1704334390000000000,1704347190000000000,2560,2047.279,2037.0810000000001,2037.0810000000001,2077.8729999999996,10.197999999999865,0.4993419145585669,sl,-10.197999999999865,10.197999999999865,-20.53599999999973,Thursday,2024-01-04,1,60,3.0
h02_r15_t3,1704326400000000000,-1,1704336200000000000,1704358410000000000,4442,2041.437,2021.8619999999996,2047.962,2021.8619999999996,6.525000000000091,0.31881226916648503,tp,19.575000000000273,6.525000000000091,39.010000000000545,Thursday,2024-01-04,2,15,3.0
h04_r30_t3,1704326400000000000,-1,1704343225000000000,1704346200000000000,595,2039.2530000000002,2045.181,2045.181,2021.4690000000005,5.927999999999884,0.2905473592685678,sl,-5.927999999999884,5.927999999999884,-11.995999999999768,Thursday,2024-01-04,4,30,3.0
h05_r60_t2,1704326400000000000,-1,1704348440000000000,1704366040000000000,3520,2034.4270000000001,2012.1450000000004,2045.568,2012.1450000000004,11.140999999999849,0.546790836922239,tp,22.281999999999698,11.140999999999849,44.423999999999396,Thursday,2024-01-04,5,60,2.0
h06_r60_t3,1704326400000000000,-1,1704353610000000000,1704366035000000000,2485,2031.979,2012.3770000000004,2038.513,2012.3770000000004,6.533999999999878,0.3208004791877315,tp,19.601999999999634,6.533999999999878,39.06399999999927,Thursday,2024-01-04,6,60,3.0
h13_r30_t3,1704326400000000000,1,1704375000000000000,1704376905000000000,381,2016.449,2007.6889999999999,2007.6889999999999,2042.7290000000007,8.760000000000218,0.4344595888107918,sl,-8.760000000000218,8.760000000000218,-17.660000000000437,Thursday,2024-01-04,13,30,3.0
h14_r15_t2,1704326400000000000,-1,1704377745000000000,1704409375000000000,5552,2004.6979999999999,1986.3539999999998,2013.87,1986.3539999999998,9.172000000000025,0.457172251059941,tp,18.34400000000005,9.172000000000025,36.5480000000001,Thursday,2024-01-04,14,15,2.0
h00_r30_t1,1704412800000000000,1,1704414600000000000,1704416305000000000,339,1982.3845000000001,1980.9065,1980.9065,1983.8625000000002,1.4780000000000655,0.07455865112403298,sl,-1.4780000000000655,1.4780000000000655,-3.096000000000131,Friday,2024-01-05,0,30,1.0
h01_r60_t3,1704412800000000000,-1,1704420710000000000,1704432450000000000,2335,1979.1865,1982.221,1982.221,1970.083,3.03449999999998,0.15318168119734515,sl,-3.03449999999998,3.03449999999998,-6.20899999999996,Friday,2024-01-05,1,60,3.0
h02_r15_t3,1704412800000000000,-1,1704421110000000000,1704427860000000000,1345,1979.1655,1981.6275,1981.6275,1971.7795,2.461999999999989,0.12437628727183943,sl,-2.461999999999989,2.461999999999989,-5.063999999999978,Friday,2024-01-05,2,15,3.0
h04_r30_t3,1704412800000000000,-1,1704429840000000000,1704432450000000000,521,1980.781,1982.1205,1982.1205,1976.7624999999998,1.3395000000000437,0.06762076136585576,sl,-1.3395000000000437,1.3395000000000437,-2.8190000000000874,Friday,2024-01-05,4,30,3.0
h05_r60_t2,1704412800000000000,1,1704434850000000000,1704435815000000000,193,1982.662,1980.7035,1980.7035,1986.579,1.9584999999999582,0.09882729318679334,sl,-1.9584999999999582,1.9584999999999582,-4.056999999999916,Friday,2024-01-05,5,60,2.0
h06_r60_t3,1704412800000000000,-1,1704444900000000000,1704460605000000000,3138,1980.3595,1983.112,1983.112,1972.1019999999999,2.7525000000000546,0.13889877118111918,sl,-2.7525000000000546,2.7525000000000546,-5.645000000000109,Friday,2024-01-05,6,60,3.0
h13_r30_t3,1704412800000000000,-1,1704461400000000000,1704462040000000000,128,1977.9450000000002,1960.444500000001,1983.7785,1960.444500000001,5.833499999999731,0.2947770866715749,tp,17.500499999999192,5.833499999999731,34.860999999998384,Friday,2024-01-05,13,30,3.0
h14_r15_t2,1704412800000000000,1,1704464100000000000,1704491875000000000,5529,1959.067,1966.378,1954.9715,1967.2579999999998,4.095499999999902,0.20909821004171256,session_end,7.310999999999922,4.095499999999902,14.481999999999843,Friday,2024-01-05,14,15,2.0
h00_r30_t1,1704672000000000000,1,1704675130000000000,1704681910000000000,1355,1969.8985,1961.2775000000001,1961.2775000000001,1978.5194999999999,8.620999999999867,0.4384712352748287,sl,-8.620999999999867,8.620999999999867,-17.381999999999735,Monday,2024-01-08,0,30,1.0
h01_r60_t3,1704672000000000000,1,1704679245000000000,1704681435000000000,437,1973.7445,1964.0375,1964.0375,2002.8655000000003,9.707000000000107,0.49205461314506665,sl,-9.707000000000107,9.707000000000107,-19.554000000000215,Monday,2024-01-08,1,60,3.0
h02_r15_t3,1704672000000000000,-1,1704680835000000000,1704685750000000000,981,1969.4095000000002,1956.3775000000014,1973.7534999999998,1956.3775000000014,4.343999999999596,0.22051796848327124,tp,13.031999999998789,4.343999999999596,25.923999999997577,Monday,2024-01-08,2,15,3.0
h04_r30_t3,1704672000000000000,-1,1704690195000000000,1704693780000000000,716,1950.7285000000002,1958.2795,1958.2795,1928.0755000000004,7.550999999999931,0.3867962680896117,sl,-7.550999999999931,7.550999999999931,-15.241999999999862,Monday,2024-01-08,4,30,3.0
