param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt
h00_r30_t1,1704067200000000000,-1,1704070815000000000,1704071755000000000,188,2046.2005,2067.4415,2067.4415,2024.9595,21.240999999999985,1.0344662169418004,sl,-21.240999999999985,21.240999999999985,-42.62199999999997,Monday,2024-01-01,0,30,1.0
h01_r60_t3,1704067200000000000,1,1704075010000000000,1704153595000000000,14964,2070.4035000000003,2091.45,2040.5665,2159.9145000000017,29.837000000000444,1.4460965885119454,session_end,21.04649999999947,29.837000000000444,41.95299999999894,Monday,2024-01-01,1,60,3.0
h02_r15_t3,1704067200000000000,1,1704077835000000000,1704153595000000000,14399,2073.5025,2091.45,2057.2255,2122.3335,16.277000000000044,0.7851702814230335,session_end,17.947499999999764,16.277000000000044,35.75499999999953,Monday,2024-01-01,2,15,3.0
h04_r30_t3,1704067200000000000,-1,1704084350000000000,1704085540000000000,237,2070.1285,2074.2585,2074.2585,2057.7384999999995,4.130000000000109,0.19942572152395582,sl,-4.130000000000109,4.130000000000109,-8.400000000000219,Monday,2024-01-01,4,30,3.0
h06_r60_t3,1704067200000000000,-1,1704092400000000000,1704136790000000000,8878,2074.1385,2089.1225,2089.1225,2029.1865000000003,14.983999999999924,0.7223061929416514,sl,-14.983999999999924,14.983999999999924,-30.107999999999848,Monday,2024-01-01,6,60,3.0
h13_r30_t3,1704067200000000000,1,1704115825000000000,1704116470000000000,129,2074.9855,2068.9995,2068.9995,2092.9434999999994,5.985999999999876,0.2887147779184743,sl,-5.985999999999876,5.985999999999876,-12.111999999999753,Monday,2024-01-01,13,30,3.0
h14_r15_t2,1704067200000000000,1,1704119515000000000,1704139235000000000,3944,2070.6805,2093.4545000000003,2059.2934999999998,2093.4545000000003,11.387000000000171,0.5517966585458421,tp,22.774000000000342,11.387000000000171,45.40800000000068,Monday,2024-01-01,14,15,2.0
h00_r30_t1,1704153600000000000,1,1704164755000000000,1704201050000000000,7249,2096.6985,2088.3955,2088.3955,2105.0015,8.302999999999884,0.39623502754866063,sl,-8.302999999999884,8.302999999999884,-16.745999999999768,Tuesday,2024-01-02,0,30,1.0
h01_r60_t3,1704153600000000000,-1,1704161045000000000,1704163875000000000,565,2090.9705000000004,2094.4685,2094.4685,2080.4765000000016,3.4979999999995925,0.1671449346794247,sl,-3.4979999999995925,3.4979999999995925,-7.135999999999185,Tuesday,2024-01-02,1,60,3.0
h02_r15_t3,1704153600000000000,1,1704162020000000000,1704190565000000000,5700,2092.8285,2099.5455,2090.5895,2099.5455,2.2390000000000327,0.10701385229555385,tp,6.717000000000098,2.2390000000000327,13.294000000000196,Tuesday,2024-01-02,2,15,3.0
h04_r30_t3,1704153600000000000,1,1704170060000000000,1704170210000000000,30,2096.0325000000003,2094.5135,2094.5135,2100.589500000001,1.5190000000002328,0.0725092026780304,sl,-1.5190000000002328,1.5190000000002328,-3.178000000000466,Tuesday,2024-01-02,4,30,3.0
h05_r60_t2,1704153600000000000,-1,1704175215000000000,1704179300000000000,817,2094.4714999999997,2097.5945,2097.5945,2088.2254999999986,3.123000000000502,0.14908525953511953,sl,-3.123000000000502,3.123000000000502,-6.386000000001004,Tuesday,2024-01-02,5,60,2.0
h06_r60_t3,1704153600000000000,1,1704179185000000000,1704200190000000000,4198,2096.4425,2093.7155000000002,2093.7155000000002,2104.6234999999997,2.7269999999998618,0.13018940481671493,sl,-2.7269999999998618,2.7269999999998618,-5.593999999999723,Tuesday,2024-01-02,6,60,3.0
h13_r30_t3,1704153600000000000,1,1704202410000000000,1704206675000000000,853,2094.3745,2088.1625,2088.1625,2113.0105,6.211999999999989,0.29693838456819005,sl,-6.211999999999989,6.211999999999989,-12.563999999999979,Tuesday,2024-01-02,13,30,3.0
h14_r15_t2,1704153600000000000,-1,1704206040000000000,1704207090000000000,210,2092.2615,2086.2515000000008,2095.2664999999997,2086.2515000000008,3.0049999999996544,0.14351296332776495,tp,6.009999999999309,3.0049999999996544,11.879999999998617,Tuesday,2024-01-02,14,15,2.0
h00_r30_t1,1704240000000000000,-1,1704242250000000000,1704253325000000000,2215,2080.4465,2073.0765,2087.8165,2073.0765,7.369999999999891,0.35391354185099133,tp,7.369999999999891,7.369999999999891,14.599999999999781,Wednesday,2024-01-03,0,30,1.0
h01_r60_t3,1704240000000000000,-1,1704247200000000000,1704326395000000000,15052,2075.1465,2053.272,2084.5164999999997,2047.0365000000002,9.36999999999989,0.45147325069171973,session_end,21.874499999999898,9.36999999999989,43.608999999999796,Wednesday,2024-01-03,1,60,3.0
h02_r15_t3,1704240000000000000,1,1704248825000000000,1704250640000000000,363,2078.2355,2073.9695,2073.9695,2091.0334999999986,4.265999999999622,0.20529903469508554,sl,-4.265999999999622,4.265999999999622,-8.671999999999244,Wednesday,2024-01-03,2,15,3.0
h04_r30_t3,1704240000000000000,1,1704257135000000000,1704269320000000000,2437,2074.2455,2071.0855,2071.0855,2083.7254999999996,3.1599999999998545,0.1525083644322432,sl,-3.1599999999998545,3.1599999999998545,-6.459999999999709,Wednesday,2024-01-03,4,30,3.0
