session_date,side,entry_dt,exit_dt,bars_held,entry_price,exit_price,stop_price,target_at_entry,vwap_at_signal,dev_pct,exit_reason,lots,commission,pnl,r_multiple,equity
2024-01-03,1,2024-01-03 12:10:00,2024-01-03 23:59:55,130,2044.965,2042.835,2029.6277625,2060.9065331050233,2060.9065331050233,-0.7774750017839288,session_end,0.1,0.7000000000000001,-21.999999999998817,-0.13887768250311672,9978.000000000002
2024-01-05,1,2024-01-05 13:40:00,2024-01-05 14:01:05,5,2027.309,2042.7838035714276,2012.1041825,2042.9578821138205,2042.9578821138205,-0.7659424724718195,tp,0.1,0.7000000000000001,154.0480357142763,1.017756613746113,10132.048035714277
2024-01-05,-1,2024-01-05 15:10:00,2024-01-05 16:58:55,22,2060.301,2044.3516059113292,2075.7532575,2043.0485531135525,2043.0485531135525,0.8440057315411722,tp,0.1,0.7000000000000001,158.79394088670716,1.0321724245580703,10290.841976600985
2024-01-11,1,2024-01-11 16:40:00,2024-01-11 21:11:10,55,2015.3,2028.80144160105,2000.18525,2031.1177900000005,2031.1177900000005,-0.7818005473725153,tp,0.1,0.7000000000000001,134.31441601050147,0.8932626474834306,10425.156392611487
2024-01-12,-1,2024-01-12 13:40:00,2024-01-12 17:46:20,50,2054.395,2041.585302034429,2069.8029625,2038.070403455284,2038.070403455284,0.8050554346355857,tp,0.1,0.7000000000000001,127.39697965570876,0.8313687137784069,10552.553372267195
2024-01-16,1,2024-01-16 17:10:00,2024-01-16 23:59:55,70,2026.378,2027.998,2011.180165,2044.5933656957927,2044.5933656957927,-0.8946211996324209,session_end,0.1,0.7000000000000001,15.500000000001183,0.10659413001918527,10568.053372267195
2024-01-17,1,2024-01-17 15:35:00,2024-01-17 23:59:55,89,2006.502,2009.416,1991.453235,2023.82817023173,2023.82817023173,-0.8596416675896917,session_end,0.1,0.7000000000000001,28.439999999999873,0.19363715228458858,10596.493372267196
2024-01-24,1,2024-01-24 16:45:00,2024-01-24 23:58:55,75,2012.345,2016.27,1997.2524125000002,2027.6577951907134,2027.6577951907134,-0.7582046254144814,session_end,0.1,0.7000000000000001,38.54999999999954,0.2600614374440436,10635.043372267195
2024-01-31,-1,2024-01-31 14:55:00,2024-01-31 19:00:10,50,2053.935,2039.9310482456146,2069.3395125,2037.0912728119188,2037.0912728119188,0.8258209837038658,tp,0.1,0.7000000000000001,139.339517543853,0.9090811380356946,10774.382889811048
2024-02-01,-1,2024-02-01 16:15:00,2024-02-01 23:59:55,81,2059.998,2055.058,2075.4479850000002,2042.0572264957273,2042.0572264957273,0.8783923031899448,session_end,0.1,0.7000000000000001,48.70000000000054,0.31974141075217816,10823.082889811049
2024-02-02,1,2024-02-02 13:40:00,2024-02-02 21:57:55,100,2037.06,2039.675,2021.78205,2054.7854298780494,2054.7854298780494,-0.8670214232104376,session_end,0.1,0.7000000000000001,25.45000000000009,0.1711617069043964,10848.53288981105
2024-02-13,1,2024-02-13 13:50:00,2024-02-13 14:55:40,14,2007.565,1992.5082625000002,1992.5082625000002,2022.8911767068266,2022.8911767068266,-0.757661948566991,sl,0.1,0.7000000000000001,-151.26737499999825,-1.0,10697.26551481105
2024-02-13,1,2024-02-13 15:05:00,2024-02-13 23:58:55,95,1993.007,1991.361,1978.0594475000003,2020.9950239410678,2020.9950239410678,-1.3874860456799167,session_end,0.1,0.7000000000000001,-17.15999999999958,-0.11011836218671786,10680.10551481105
