session_date,side,entry_dt,exit_dt,bars_held,entry_price,exit_price,stop_price,target_at_entry,vwap_at_signal,dev_pct,exit_reason,lots,commission,pnl,r_multiple,equity
2024-01-02,1,2024-01-02 15:40:00,2024-01-02 23:59:55,88,2057.6,2059.645,2047.312,2070.407160460993,2070.407160460993,-0.6184851320810744,session_end,0.1,0.7000000000000001,19.75000000000073,0.1987752721617487,10019.75
2024-01-03,1,2024-01-03 11:40:00,2024-01-03 13:47:25,26,2050.979,2040.7241049999998,2040.7241049999998,2061.461667857143,2061.461667857143,-0.5116839193089338,sl,0.1,0.7000000000000001,-103.24895000000033,-1.0,9916.50105
2024-01-03,1,2024-01-03 13:55:00,2024-01-03 17:01:30,38,2041.252,2031.04574,2031.04574,2058.831390219561,2058.831390219561,-0.85771425010562,sl,0.1,0.7000000000000001,-102.7625999999993,-1.0,9813.73845
2024-01-03,1,2024-01-03 17:10:00,2024-01-03 23:59:55,70,2031.828,2042.835,2021.66886,2054.4990453074433,2054.4990453074433,-1.10362890453669,session_end,0.1,0.7000000000000001,109.37000000000062,1.083457851747302,9923.108450000002
2024-01-05,1,2024-01-05 13:35:00,2024-01-05 14:01:05,6,2029.337,2042.7838035714276,2019.190315,2043.051928425357,2043.051928425357,-0.6711248125702165,tp,0.1,0.7000000000000001,133.7680357142761,1.3252410586736156,10056.876485714278
2024-01-05,-1,2024-01-05 15:05:00,2024-01-05 16:58:55,23,2057.496,2044.3516059113292,2067.78348,2042.9595681399626,2042.9595681399626,0.7116847580725649,tp,0.1,0.7000000000000001,130.7439408867088,1.2777078632153773,10187.620426600986
2024-01-08,1,2024-01-08 05:40:00,2024-01-08 11:18:30,68,2029.503,2019.3554849999998,2019.3554849999998,2040.8579093137253,2040.8579093137253,-0.5578001908791945,sl,0.1,0.7000000000000001,-102.17515000000112,-1.0,10085.445276600985
2024-01-08,1,2024-01-08 11:25:00,2024-01-08 15:31:25,50,2020.827,2031.7868808243738,2010.722865,2035.1823454987837,2035.1823454987837,-0.7049415267636566,tp,0.1,0.7000000000000001,108.8988082437384,1.0846926356757698,10194.344084844724
2024-01-11,1,2024-01-11 16:25:00,2024-01-11 21:11:10,58,2019.282,2028.80144160105,2009.1855899999998,2031.3354297800342,2031.3354297800342,-0.5929316056550322,tp,0.1,0.7000000000000001,94.49441601050175,0.9428541036913196,10288.838500855225
2024-01-12,-1,2024-01-12 11:40:00,2024-01-12 14:01:50,29,2046.616,2056.84908,2056.84908,2036.3161273809517,2036.3161273809517,0.5055144670630346,sl,0.1,0.7000000000000001,-103.03079999999973,-1.0,10185.807700855226
